Time(milliseconds),Start Range (Miles),End Range (Miles),High Power (Boolean),Number of Pules (Multi-Pulse),width (degrees),Azimuth(Degrees),Elevation (Degrees)
4187.610174,0,200,1,1,3,22.5,253
4189.757446,0,200,1,1,3,22.5,255.75
4191.904718,0,200,1,1,3,22.5,258.5
4194.05199,0,200,1,1,3,22.5,261.25
4196.199263,0,200,1,1,3,22.5,264
4198.346535,0,200,1,1,3,22.5,266.75
4200.493807,0,200,1,1,3,22.5,269.5
4202.641079,0,200,1,1,3,22.5,272.25
4204.788351,0,200,1,1,3,22.5,275
4206.935623,0,200,1,1,3,22.5,277.75
4209.082896,0,200,1,1,3,22.5,280.5
4211.230168,0,200,1,1,3,22.5,283.25
4213.37744,0,200,1,1,3,22.5,286
4215.524712,0,200,1,1,3,22.5,288.75
4217.671984,0,200,1,1,3,22.5,291.5
4219.819256,0,200,1,1,3,22.5,294.25
4221.966529,0,200,1,1,3,22.5,297
4224.113801,0,200,1,1,3,22.5,299.75
4226.261073,0,200,1,1,3,22.5,302.5
4228.408345,0,200,1,1,3,22.5,305.25
4230.555617,0,200,1,1,3,22.5,308
4232.702889,0,200,1,1,3,22.5,310.75
4234.850162,0,200,1,1,3,22.5,313.5
4236.997434,0,200,1,1,3,22.5,316.25
4239.144706,0,200,1,1,3,22.5,319
4241.291978,0,200,1,1,3,22.5,321.75
4243.43925,0,200,1,1,3,22.5,324.5
4245.586522,0,200,1,1,3,22.5,327.25
4247.733795,0,200,1,1,3,22.5,330
4249.881067,0,200,1,1,3,22.5,332.75
4252.028339,0,200,1,1,3,22.5,335.5
4254.175611,0,200,1,1,3,22.5,338.25
4256.322883,0,200,1,1,3,22.5,341
4258.470155,0,200,1,1,3,22.5,343.75
4260.617428,0,200,1,1,3,22.5,346.5
4262.7647,0,200,1,1,3,22.5,349.25
4264.911972,0,200,1,1,3,22.5,352
4267.059244,0,200,1,1,3,22.5,354.75
4269.206516,0,200,1,1,3,22.5,357.5
4271.353788,0,200,1,1,3,23.75,0.25
4273.501061,0,200,1,1,3,23.75,3
4275.648333,0,200,1,1,3,23.75,5.75
4277.795605,0,200,1,1,3,23.75,8.5
4279.942877,0,200,1,1,3,23.75,11.25
4282.090149,0,200,1,1,3,23.75,14
4284.237421,0,200,1,1,3,23.75,16.75
4286.384694,0,200,1,1,3,23.75,19.5
4288.531966,0,200,1,1,3,23.75,22.25
4290.679238,0,200,1,1,3,23.75,25
4292.82651,0,200,1,1,3,23.75,27.75
4294.973782,0,200,1,1,3,23.75,30.5
4297.121054,0,200,1,1,3,23.75,33.25
4299.268326,0,200,1,1,3,23.75,36
4301.415599,0,200,1,1,3,23.75,38.75
4303.562871,0,200,1,1,3,23.75,41.5
4305.710143,0,200,1,1,3,23.75,44.25
4307.857415,0,200,1,1,3,23.75,47
4310.004687,0,200,1,1,3,23.75,49.75
4312.151959,0,200,1,1,3,23.75,52.5
4314.299232,0,200,1,1,3,23.75,55.25
4316.446504,0,200,1,1,3,23.75,58
4318.593776,0,200,1,1,3,23.75,60.75
4320.741048,0,200,1,1,3,23.75,63.5
4322.88832,0,200,1,1,3,23.75,66.25
4325.035592,0,200,1,1,3,23.75,69
4327.182865,0,200,1,1,3,23.75,71.75
4329.330137,0,200,1,1,3,23.75,74.5
4331.477409,0,200,1,1,3,23.75,77.25
4333.624681,0,200,1,1,3,23.75,80
4335.771953,0,200,1,1,3,23.75,82.75
4337.919225,0,200,1,1,3,23.75,85.5
4340.066498,0,200,1,1,3,23.75,88.25
4342.21377,0,200,1,1,3,23.75,91
4344.361042,0,200,1,1,3,23.75,93.75
4346.508314,0,200,1,1,3,23.75,96.5
4348.655586,0,200,1,1,3,23.75,99.25
4350.802858,0,200,1,1,3,23.75,102
4352.950131,0,200,1,1,3,23.75,104.75
4355.097403,0,200,1,1,3,23.75,107.5
4357.244675,0,200,1,1,3,23.75,110.25
4359.391947,0,200,1,1,3,23.75,113
4361.539219,0,200,1,1,3,23.75,115.75
4363.686491,0,200,1,1,3,23.75,118.5
4365.833764,0,200,1,1,3,23.75,121.25
4367.981036,0,200,1,1,3,23.75,124
4370.128308,0,200,1,1,3,23.75,126.75
4372.27558,0,200,1,1,3,23.75,129.5
4374.422852,0,200,1,1,3,23.75,132.25
4376.570124,0,200,1,1,3,23.75,135
4378.717397,0,200,1,1,3,23.75,137.75
4380.864669,0,200,1,1,3,23.75,140.5
4383.011941,0,200,1,1,3,23.75,143.25
4385.159213,0,200,1,1,3,23.75,146
4387.306485,0,200,1,1,3,23.75,148.75
4389.453757,0,200,1,1,3,23.75,151.5
4391.60103,0,200,1,1,3,23.75,154.25
4393.748302,0,200,1,1,3,23.75,157
4395.895574,0,200,1,1,3,23.75,159.75
4398.042846,0,200,1,1,3,23.75,162.5
4400.190118,0,200,1,1,3,23.75,165.25
4402.33739,0,200,1,1,3,23.75,168
4404.484663,0,200,1,1,3,23.75,170.75
4406.631935,0,200,1,1,3,23.75,173.5
4408.779207,0,200,1,1,3,23.75,176.25
4410.926479,0,200,1,1,3,23.75,179
4413.073751,0,200,1,1,3,23.75,181.75
4415.221023,0,200,1,1,3,23.75,184.5
4417.368296,0,200,1,1,3,23.75,187.25
4419.515568,0,200,1,1,3,23.75,190
4421.66284,0,200,1,1,3,23.75,192.75
4423.810112,0,200,1,1,3,23.75,195.5
4425.957384,0,200,1,1,3,23.75,198.25
4428.104656,0,200,1,1,3,23.75,201
4430.251928,0,200,1,1,3,23.75,203.75
4432.399201,0,200,1,1,3,23.75,206.5
4434.546473,0,200,1,1,3,23.75,209.25
4436.693745,0,200,1,1,3,23.75,212
4438.841017,0,200,1,1,3,23.75,214.75
4440.988289,0,200,1,1,3,23.75,217.5
4443.135561,0,200,1,1,3,23.75,220.25
4445.282834,0,200,1,1,3,23.75,223
4447.430106,0,200,1,1,3,23.75,225.75
4449.577378,0,200,1,1,3,23.75,228.5
4451.72465,0,200,1,1,3,23.75,231.25
4453.871922,0,200,1,1,3,23.75,234
4456.019194,0,200,1,1,3,23.75,236.75
4458.166467,0,200,1,1,3,23.75,239.5
4460.313739,0,200,1,1,3,23.75,242.25
4462.461011,0,200,1,1,3,23.75,245
4464.608283,0,200,1,1,3,23.75,247.75
4466.755555,0,200,1,1,3,23.75,250.5
4468.902827,0,200,1,1,3,23.75,253.25
4471.0501,0,200,1,1,3,23.75,256
4473.197372,0,200,1,1,3,23.75,258.75
4475.344644,0,200,1,1,3,23.75,261.5
4477.491916,0,200,1,1,3,23.75,264.25
4479.639188,0,200,1,1,3,23.75,267
4481.78646,0,200,1,1,3,23.75,269.75
4483.933733,0,200,1,1,3,23.75,272.5
4486.081005,0,200,1,1,3,23.75,275.25
4488.228277,0,200,1,1,3,23.75,278
4490.375549,0,200,1,1,3,23.75,280.75
4492.522821,0,200,1,1,3,23.75,283.5
4494.670093,0,200,1,1,3,23.75,286.25
4496.817366,0,200,1,1,3,23.75,289
4498.964638,0,200,1,1,3,23.75,291.75
4501.11191,0,200,1,1,3,23.75,294.5
4503.259182,0,200,1,1,3,23.75,297.25
4505.406454,0,200,1,1,3,23.75,300
4507.553726,0,200,1,1,3,23.75,302.75
4509.700999,0,200,1,1,3,23.75,305.5
4511.848271,0,200,1,1,3,23.75,308.25
4513.995543,0,200,1,1,3,23.75,311
4516.142815,0,200,1,1,3,23.75,313.75
4518.290087,0,200,1,1,3,23.75,316.5
4520.437359,0,200,1,1,3,23.75,319.25
4522.584632,0,200,1,1,3,23.75,322
4524.731904,0,200,1,1,3,23.75,324.75
4526.879176,0,200,1,1,3,23.75,327.5
4529.026448,0,200,1,1,3,23.75,330.25
4531.17372,0,200,1,1,3,23.75,333
4533.320992,0,200,1,1,3,23.75,335.75
4535.468265,0,200,1,1,3,23.75,338.5
4537.615537,0,200,1,1,3,23.75,341.25
4539.762809,0,200,1,1,3,23.75,344
4541.910081,0,200,1,1,3,23.75,346.75
4544.057353,0,200,1,1,3,23.75,349.5
4546.204625,0,200,1,1,3,23.75,352.25
4548.351897,0,200,1,1,3,23.75,355
4550.49917,0,200,1,1,3,23.75,357.75
4552.646442,0,200,1,1,3,25,0.5
4554.793714,0,200,1,1,3,25,3.25
4556.940986,0,200,1,1,3,25,6
4559.088258,0,200,1,1,3,25,8.75
4561.23553,0,200,1,1,3,25,11.5
4563.382803,0,200,1,1,3,25,14.25
4565.530075,0,200,1,1,3,25,17
4567.677347,0,200,1,1,3,25,19.75
4569.824619,0,200,1,1,3,25,22.5
4571.971891,0,200,1,1,3,25,25.25
4574.119163,0,200,1,1,3,25,28
4576.266436,0,200,1,1,3,25,30.75
4578.413708,0,200,1,1,3,25,33.5
4580.56098,0,200,1,1,3,25,36.25
4582.708252,0,200,1,1,3,25,39
4584.855524,0,200,1,1,3,25,41.75
4587.002796,0,200,1,1,3,25,44.5
4589.150069,0,200,1,1,3,25,47.25
4591.297341,0,200,1,1,3,25,50
4593.444613,0,200,1,1,3,25,52.75
4595.591885,0,200,1,1,3,25,55.5
4597.739157,0,200,1,1,3,25,58.25
4599.886429,0,200,1,1,3,25,61
4602.033702,0,200,1,1,3,25,63.75
4604.180974,0,200,1,1,3,25,66.5
4606.328246,0,200,1,1,3,25,69.25
4608.475518,0,200,1,1,3,25,72
4610.62279,0,200,1,1,3,25,74.75
4612.770062,0,200,1,1,3,25,77.5
4614.917335,0,200,1,1,3,25,80.25
4617.064607,0,200,1,1,3,25,83
4619.211879,0,200,1,1,3,25,85.75
4621.359151,0,200,1,1,3,25,88.5
4623.506423,0,200,1,1,3,25,91.25
4625.653695,0,200,1,1,3,25,94
4627.800968,0,200,1,1,3,25,96.75
4629.94824,0,200,1,1,3,25,99.5
4632.095512,0,200,1,1,3,25,102.25
4634.242784,0,200,1,1,3,25,105
4636.390056,0,200,1,1,3,25,107.75
4638.537328,0,200,1,1,3,25,110.5
4640.684601,0,200,1,1,3,25,113.25
4642.831873,0,200,1,1,3,25,116
4644.979145,0,200,1,1,3,25,118.75
4647.126417,0,200,1,1,3,25,121.5
4649.273689,0,200,1,1,3,25,124.25
4651.420961,0,200,1,1,3,25,127
4653.568234,0,200,1,1,3,25,129.75
4655.715506,0,200,1,1,3,25,132.5
4657.862778,0,200,1,1,3,25,135.25
4660.01005,0,200,1,1,3,25,138
4662.157322,0,200,1,1,3,25,140.75
4664.304594,0,200,1,1,3,25,143.5
4666.451867,0,200,1,1,3,25,146.25
4668.599139,0,200,1,1,3,25,149
4670.746411,0,200,1,1,3,25,151.75
4672.893683,0,200,1,1,3,25,154.5
4675.040955,0,200,1,1,3,25,157.25
4677.188227,0,200,1,1,3,25,160
4679.335499,0,200,1,1,3,25,162.75
4681.482772,0,200,1,1,3,25,165.5
4683.630044,0,200,1,1,3,25,168.25
4685.777316,0,200,1,1,3,25,171
4687.924588,0,200,1,1,3,25,173.75
4690.07186,0,200,1,1,3,25,176.5
4692.219132,0,200,1,1,3,25,179.25
4694.366405,0,200,1,1,3,25,182
4696.513677,0,200,1,1,3,25,184.75
4698.660949,0,200,1,1,3,25,187.5
4700.808221,0,200,1,1,3,25,190.25
4702.955493,0,200,1,1,3,25,193
4705.102765,0,200,1,1,3,25,195.75
4707.250038,0,200,1,1,3,25,198.5
4709.39731,0,200,1,1,3,25,201.25
4711.544582,0,200,1,1,3,25,204
4713.691854,0,200,1,1,3,25,206.75
4715.839126,0,200,1,1,3,25,209.5
4717.986398,0,200,1,1,3,25,212.25
4720.133671,0,200,1,1,3,25,215
4722.280943,0,200,1,1,3,25,217.75
4724.428215,0,200,1,1,3,25,220.5
4726.575487,0,200,1,1,3,25,223.25
4728.722759,0,200,1,1,3,25,226
4730.870031,0,200,1,1,3,25,228.75
4733.017304,0,200,1,1,3,25,231.5
4735.164576,0,200,1,1,3,25,234.25
4737.311848,0,200,1,1,3,25,237
4739.45912,0,200,1,1,3,25,239.75
4741.606392,0,200,1,1,3,25,242.5
4743.753664,0,200,1,1,3,25,245.25
4745.900937,0,200,1,1,3,25,248
4748.048209,0,200,1,1,3,25,250.75
4750.195481,0,200,1,1,3,25,253.5
4752.342753,0,200,1,1,3,25,256.25
4754.490025,0,200,1,1,3,25,259
4756.637297,0,200,1,1,3,25,261.75
4758.78457,0,200,1,1,3,25,264.5
4760.931842,0,200,1,1,3,25,267.25
4763.079114,0,200,1,1,3,25,270
4765.226386,0,200,1,1,3,25,272.75
4767.373658,0,200,1,1,3,25,275.5
4769.52093,0,200,1,1,3,25,278.25
4771.668203,0,200,1,1,3,25,281
4773.815475,0,200,1,1,3,25,283.75
4775.962747,0,200,1,1,3,25,286.5
4778.110019,0,200,1,1,3,25,289.25
4780.257291,0,200,1,1,3,25,292
4782.404563,0,200,1,1,3,25,294.75
4784.551836,0,200,1,1,3,25,297.5
4786.699108,0,200,1,1,3,25,300.25
4788.84638,0,200,1,1,3,25,303
4790.993652,0,200,1,1,3,25,305.75
4793.140924,0,200,1,1,3,25,308.5
4795.288196,0,200,1,1,3,25,311.25
4797.435469,0,200,1,1,3,25,314
4799.582741,0,200,1,1,3,25,316.75
4801.730013,0,200,1,1,3,25,319.5
4803.877285,0,200,1,1,3,25,322.25
4806.024557,0,200,1,1,3,25,325
4808.171829,0,200,1,1,3,25,327.75
4810.319101,0,200,1,1,3,25,330.5
4812.466374,0,200,1,1,3,25,333.25
4814.613646,0,200,1,1,3,25,336
4816.760918,0,200,1,1,3,25,338.75
4818.90819,0,200,1,1,3,25,341.5
4821.055462,0,200,1,1,3,25,344.25
4823.202734,0,200,1,1,3,25,347
4825.350007,0,200,1,1,3,25,349.75
4827.497279,0,200,1,1,3,25,352.5
4829.644551,0,200,1,1,3,25,355.25
4831.791823,0,200,1,1,3,25,358
4833.939095,0,200,1,1,3,26.25,0.75
4836.086367,0,200,1,1,3,26.25,3.5
4838.23364,0,200,1,1,3,26.25,6.25
4840.380912,0,200,1,1,3,26.25,9
4842.528184,0,200,1,1,3,26.25,11.75
4844.675456,0,200,1,1,3,26.25,14.5
4846.822728,0,200,1,1,3,26.25,17.25
4848.97,0,200,1,1,3,26.25,20
4851.117273,0,200,1,1,3,26.25,22.75
4853.264545,0,200,1,1,3,26.25,25.5
4855.411817,0,200,1,1,3,26.25,28.25
4857.559089,0,200,1,1,3,26.25,31
4859.706361,0,200,1,1,3,26.25,33.75
4861.853633,0,200,1,1,3,26.25,36.5
4864.000906,0,200,1,1,3,26.25,39.25
4866.148178,0,200,1,1,3,26.25,42
4868.29545,0,200,1,1,3,26.25,44.75
4870.442722,0,200,1,1,3,26.25,47.5
4872.589994,0,200,1,1,3,26.25,50.25
4874.737266,0,200,1,1,3,26.25,53
4876.884539,0,200,1,1,3,26.25,55.75
4879.031811,0,200,1,1,3,26.25,58.5
4881.179083,0,200,1,1,3,26.25,61.25
4883.326355,0,200,1,1,3,26.25,64
4885.473627,0,200,1,1,3,26.25,66.75
4887.620899,0,200,1,1,3,26.25,69.5
4889.768172,0,200,1,1,3,26.25,72.25
4891.915444,0,200,1,1,3,26.25,75
4894.062716,0,200,1,1,3,26.25,77.75
4896.209988,0,200,1,1,3,26.25,80.5
4898.35726,0,200,1,1,3,26.25,83.25
4900.504532,0,200,1,1,3,26.25,86
4902.651805,0,200,1,1,3,26.25,88.75
4904.799077,0,200,1,1,3,26.25,91.5
4906.946349,0,200,1,1,3,26.25,94.25
4909.093621,0,200,1,1,3,26.25,97
4911.240893,0,200,1,1,3,26.25,99.75
4913.388165,0,200,1,1,3,26.25,102.5
4915.535438,0,200,1,1,3,26.25,105.25
4917.68271,0,200,1,1,3,26.25,108
4919.829982,0,200,1,1,3,26.25,110.75
4921.977254,0,200,1,1,3,26.25,113.5
4924.124526,0,200,1,1,3,26.25,116.25
4926.271798,0,200,1,1,3,26.25,119
4928.419071,0,200,1,1,3,26.25,121.75
4930.566343,0,200,1,1,3,26.25,124.5
4932.713615,0,200,1,1,3,26.25,127.25
4934.860887,0,200,1,1,3,26.25,130
4937.008159,0,200,1,1,3,26.25,132.75
4939.155431,0,200,1,1,3,26.25,135.5
4941.302703,0,200,1,1,3,26.25,138.25
4943.449976,0,200,1,1,3,26.25,141
4945.597248,0,200,1,1,3,26.25,143.75
4947.74452,0,200,1,1,3,26.25,146.5
4949.891792,0,200,1,1,3,26.25,149.25
4952.039064,0,200,1,1,3,26.25,152
4954.186336,0,200,1,1,3,26.25,154.75
4956.333609,0,200,1,1,3,26.25,157.5
4958.480881,0,200,1,1,3,26.25,160.25
4960.628153,0,200,1,1,3,26.25,163
4962.775425,0,200,1,1,3,26.25,165.75
4964.922697,0,200,1,1,3,26.25,168.5
4967.069969,0,200,1,1,3,26.25,171.25
4969.217242,0,200,1,1,3,26.25,174
4971.364514,0,200,1,1,3,26.25,176.75
4973.511786,0,200,1,1,3,26.25,179.5
4975.659058,0,200,1,1,3,26.25,182.25
4977.80633,0,200,1,1,3,26.25,185
4979.953602,0,200,1,1,3,26.25,187.75
4982.100875,0,200,1,1,3,26.25,190.5
4984.248147,0,200,1,1,3,26.25,193.25
4986.395419,0,200,1,1,3,26.25,196
4988.542691,0,200,1,1,3,26.25,198.75
4990.689963,0,200,1,1,3,26.25,201.5
4992.837235,0,200,1,1,3,26.25,204.25
4994.984508,0,200,1,1,3,26.25,207
4997.13178,0,200,1,1,3,26.25,209.75
4999.279052,0,200,1,1,3,26.25,212.5
5001.426324,0,200,1,1,3,26.25,215.25
5003.573596,0,200,1,1,3,26.25,218
5005.720868,0,200,1,1,3,26.25,220.75
5007.868141,0,200,1,1,3,26.25,223.5
5010.015413,0,200,1,1,3,26.25,226.25
5012.162685,0,200,1,1,3,26.25,229
5014.309957,0,200,1,1,3,26.25,231.75
5016.457229,0,200,1,1,3,26.25,234.5
5018.604501,0,200,1,1,3,26.25,237.25
5020.751774,0,200,1,1,3,26.25,240
5022.899046,0,200,1,1,3,26.25,242.75
5025.046318,0,200,1,1,3,26.25,245.5
5027.19359,0,200,1,1,3,26.25,248.25
5029.340862,0,200,1,1,3,26.25,251
5031.488134,0,200,1,1,3,26.25,253.75
5033.635407,0,200,1,1,3,26.25,256.5
5035.782679,0,200,1,1,3,26.25,259.25
5037.929951,0,200,1,1,3,26.25,262
5040.077223,0,200,1,1,3,26.25,264.75
5042.224495,0,200,1,1,3,26.25,267.5
5044.371767,0,200,1,1,3,26.25,270.25
5046.51904,0,200,1,1,3,26.25,273
5048.666312,0,200,1,1,3,26.25,275.75
5050.813584,0,200,1,1,3,26.25,278.5
5052.960856,0,200,1,1,3,26.25,281.25
5055.108128,0,200,1,1,3,26.25,284
5057.2554,0,200,1,1,3,26.25,286.75
5059.402672,0,200,1,1,3,26.25,289.5
5061.549945,0,200,1,1,3,26.25,292.25
5063.697217,0,200,1,1,3,26.25,295
5065.844489,0,200,1,1,3,26.25,297.75
5067.991761,0,200,1,1,3,26.25,300.5
5070.139033,0,200,1,1,3,26.25,303.25
5072.286305,0,200,1,1,3,26.25,306
5074.433578,0,200,1,1,3,26.25,308.75
5076.58085,0,200,1,1,3,26.25,311.5
5078.728122,0,200,1,1,3,26.25,314.25
5080.875394,0,200,1,1,3,26.25,317
5083.022666,0,200,1,1,3,26.25,319.75
5085.169938,0,200,1,1,3,26.25,322.5
5087.317211,0,200,1,1,3,26.25,325.25
5089.464483,0,200,1,1,3,26.25,328
5091.611755,0,200,1,1,3,26.25,330.75
5093.759027,0,200,1,1,3,26.25,333.5
5095.906299,0,200,1,1,3,26.25,336.25
5098.053571,0,200,1,1,3,26.25,339
5100.200844,0,200,1,1,3,26.25,341.75
5102.348116,0,200,1,1,3,26.25,344.5
5104.495388,0,200,1,1,3,26.25,347.25
5106.64266,0,200,1,1,3,26.25,350
5108.789932,0,200,1,1,3,26.25,352.75
5110.937204,0,200,1,1,3,26.25,355.5
5113.084477,0,200,1,1,3,26.25,358.25
5115.231749,0,200,1,1,3,27.5,1
5117.379021,0,200,1,1,3,27.5,3.75
5119.526293,0,200,1,1,3,27.5,6.5
5121.673565,0,200,1,1,3,27.5,9.25
5123.820837,0,200,1,1,3,27.5,12
5125.96811,0,200,1,1,3,27.5,14.75
5128.115382,0,200,1,1,3,27.5,17.5
5130.262654,0,200,1,1,3,27.5,20.25
5132.409926,0,200,1,1,3,27.5,23
5134.557198,0,200,1,1,3,27.5,25.75
5136.70447,0,200,1,1,3,27.5,28.5
5138.851743,0,200,1,1,3,27.5,31.25
5140.999015,0,200,1,1,3,27.5,34
5143.146287,0,200,1,1,3,27.5,36.75
5145.293559,0,200,1,1,3,27.5,39.5
5147.440831,0,200,1,1,3,27.5,42.25
5149.588103,0,200,1,1,3,27.5,45
5151.735376,0,200,1,1,3,27.5,47.75
5153.882648,0,200,1,1,3,27.5,50.5
5156.02992,0,200,1,1,3,27.5,53.25
5158.177192,0,200,1,1,3,27.5,56
5160.324464,0,200,1,1,3,27.5,58.75
5162.471736,0,200,1,1,3,27.5,61.5
5164.619009,0,200,1,1,3,27.5,64.25
5166.766281,0,200,1,1,3,27.5,67
5168.913553,0,200,1,1,3,27.5,69.75
5171.060825,0,200,1,1,3,27.5,72.5
5173.208097,0,200,1,1,3,27.5,75.25
5175.355369,0,200,1,1,3,27.5,78
5177.502642,0,200,1,1,3,27.5,80.75
5179.649914,0,200,1,1,3,27.5,83.5
5181.797186,0,200,1,1,3,27.5,86.25
5183.944458,0,200,1,1,3,27.5,89
5186.09173,0,200,1,1,3,27.5,91.75
5188.239002,0,200,1,1,3,27.5,94.5
5190.386274,0,200,1,1,3,27.5,97.25
5192.533547,0,200,1,1,3,27.5,100
5194.680819,0,200,1,1,3,27.5,102.75
5196.828091,0,200,1,1,3,27.5,105.5
5198.975363,0,200,1,1,3,27.5,108.25
5201.122635,0,200,1,1,3,27.5,111
5203.269907,0,200,1,1,3,27.5,113.75
5205.41718,0,200,1,1,3,27.5,116.5
5207.564452,0,200,1,1,3,27.5,119.25
5209.711724,0,200,1,1,3,27.5,122
5211.858996,0,200,1,1,3,27.5,124.75
5214.006268,0,200,1,1,3,27.5,127.5
5216.15354,0,200,1,1,3,27.5,130.25
5218.300813,0,200,1,1,3,27.5,133
5220.448085,0,200,1,1,3,27.5,135.75
5222.595357,0,200,1,1,3,27.5,138.5
5224.742629,0,200,1,1,3,27.5,141.25
5226.889901,0,200,1,1,3,27.5,144
5229.037173,0,200,1,1,3,27.5,146.75
5231.184446,0,200,1,1,3,27.5,149.5
5233.331718,0,200,1,1,3,27.5,152.25
5235.47899,0,200,1,1,3,27.5,155
5237.626262,0,200,1,1,3,27.5,157.75
5239.773534,0,200,1,1,3,27.5,160.5
5241.920806,0,200,1,1,3,27.5,163.25
5244.068079,0,200,1,1,3,27.5,166
5246.215351,0,200,1,1,3,27.5,168.75
5248.362623,0,200,1,1,3,27.5,171.5
5250.509895,0,200,1,1,3,27.5,174.25
5252.657167,0,200,1,1,3,27.5,177
5254.804439,0,200,1,1,3,27.5,179.75
5256.951712,0,200,1,1,3,27.5,182.5
5259.098984,0,200,1,1,3,27.5,185.25
5261.246256,0,200,1,1,3,27.5,188
5263.393528,0,200,1,1,3,27.5,190.75
5265.5408,0,200,1,1,3,27.5,193.5
5267.688072,0,200,1,1,3,27.5,196.25
5269.835345,0,200,1,1,3,27.5,199
5271.982617,0,200,1,1,3,27.5,201.75
5274.129889,0,200,1,1,3,27.5,204.5
5276.277161,0,200,1,1,3,27.5,207.25
5278.424433,0,200,1,1,3,27.5,210
5280.571705,0,200,1,1,3,27.5,212.75
5282.718978,0,200,1,1,3,27.5,215.5
5284.86625,0,200,1,1,3,27.5,218.25
5287.013522,0,200,1,1,3,27.5,221
5289.160794,0,200,1,1,3,27.5,223.75
5291.308066,0,200,1,1,3,27.5,226.5
5293.455338,0,200,1,1,3,27.5,229.25
5295.602611,0,200,1,1,3,27.5,232
5297.749883,0,200,1,1,3,27.5,234.75
5299.897155,0,200,1,1,3,27.5,237.5
5302.044427,0,200,1,1,3,27.5,240.25
5304.191699,0,200,1,1,3,27.5,243
5306.338971,0,200,1,1,3,27.5,245.75
5308.486244,0,200,1,1,3,27.5,248.5
5310.633516,0,200,1,1,3,27.5,251.25
5312.780788,0,200,1,1,3,27.5,254
5314.92806,0,200,1,1,3,27.5,256.75
5317.075332,0,200,1,1,3,27.5,259.5
5319.222604,0,200,1,1,3,27.5,262.25
5321.369876,0,200,1,1,3,27.5,265
5323.517149,0,200,1,1,3,27.5,267.75
5325.664421,0,200,1,1,3,27.5,270.5
5327.811693,0,200,1,1,3,27.5,273.25
5329.958965,0,200,1,1,3,27.5,276
5332.106237,0,200,1,1,3,27.5,278.75
5334.253509,0,200,1,1,3,27.5,281.5
5336.400782,0,200,1,1,3,27.5,284.25
5338.548054,0,200,1,1,3,27.5,287
5340.695326,0,200,1,1,3,27.5,289.75
5342.842598,0,200,1,1,3,27.5,292.5
5344.98987,0,200,1,1,3,27.5,295.25
5347.137142,0,200,1,1,3,27.5,298
5349.284415,0,200,1,1,3,27.5,300.75
5351.431687,0,200,1,1,3,27.5,303.5
5353.578959,0,200,1,1,3,27.5,306.25
5355.726231,0,200,1,1,3,27.5,309
5357.873503,0,200,1,1,3,27.5,311.75
5360.020775,0,200,1,1,3,27.5,314.5
5362.168048,0,200,1,1,3,27.5,317.25
5364.31532,0,200,1,1,3,27.5,320
5366.462592,0,200,1,1,3,27.5,322.75
5368.609864,0,200,1,1,3,27.5,325.5
5370.757136,0,200,1,1,3,27.5,328.25
5372.904408,0,200,1,1,3,27.5,331
5375.051681,0,200,1,1,3,27.5,333.75
5377.198953,0,200,1,1,3,27.5,336.5
5379.346225,0,200,1,1,3,27.5,339.25
5381.493497,0,200,1,1,3,27.5,342
5383.640769,0,200,1,1,3,27.5,344.75
5385.788041,0,200,1,1,3,27.5,347.5
5387.935314,0,200,1,1,3,27.5,350.25
5390.082586,0,200,1,1,3,27.5,353
5392.229858,0,200,1,1,3,27.5,355.75
5394.37713,0,200,1,1,3,27.5,358.5
5396.524402,0,200,1,1,3,28.75,1.25
5398.671674,0,200,1,1,3,28.75,4
5400.818947,0,200,1,1,3,28.75,6.75
5402.966219,0,200,1,1,3,28.75,9.5
5405.113491,0,200,1,1,3,28.75,12.25
5407.260763,0,200,1,1,3,28.75,15
5409.408035,0,200,1,1,3,28.75,17.75
5411.555307,0,200,1,1,3,28.75,20.5
5413.70258,0,200,1,1,3,28.75,23.25
5415.849852,0,200,1,1,3,28.75,26
5417.997124,0,200,1,1,3,28.75,28.75
5420.144396,0,200,1,1,3,28.75,31.5
5422.291668,0,200,1,1,3,28.75,34.25
5424.43894,0,200,1,1,3,28.75,37
5426.586213,0,200,1,1,3,28.75,39.75
5428.733485,0,200,1,1,3,28.75,42.5
5430.880757,0,200,1,1,3,28.75,45.25
5433.028029,0,200,1,1,3,28.75,48
5435.175301,0,200,1,1,3,28.75,50.75
5437.322573,0,200,1,1,3,28.75,53.5
5439.469846,0,200,1,1,3,28.75,56.25
5441.617118,0,200,1,1,3,28.75,59
5443.76439,0,200,1,1,3,28.75,61.75
5445.911662,0,200,1,1,3,28.75,64.5
5448.058934,0,200,1,1,3,28.75,67.25
5450.206206,0,200,1,1,3,28.75,70
5452.353478,0,200,1,1,3,28.75,72.75
5454.500751,0,200,1,1,3,28.75,75.5
5456.648023,0,200,1,1,3,28.75,78.25
5458.795295,0,200,1,1,3,28.75,81
5460.942567,0,200,1,1,3,28.75,83.75
5463.089839,0,200,1,1,3,28.75,86.5
5465.237111,0,200,1,1,3,28.75,89.25
5467.384384,0,200,1,1,3,28.75,92
5469.531656,0,200,1,1,3,28.75,94.75
5471.678928,0,200,1,1,3,28.75,97.5
5473.8262,0,200,1,1,3,28.75,100.25
5475.973472,0,200,1,1,3,28.75,103
5478.120744,0,200,1,1,3,28.75,105.75
5480.268017,0,200,1,1,3,28.75,108.5
